행정구역별,산업별,종사자규모별,항목,단위,2010 년,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년
인천광역시,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",10 - 19명,종사자수,명,3898,4320,3961,4372,4377,4475,4533,4293,4514,4629
인천광역시,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",20 - 49명,사업체수,개,133,122,123,146,146,196,122,121,130,135
인천광역시,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",20 - 49명,종사자수,명,3874,3628,3624,4238,4239,5650,3580,3425,3763,4038
인천광역시,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",50 - 99명,사업체수,개,23,21,29,23,23,30,15,18,18,16
인천광역시,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",50 - 99명,종사자수,명,1514,1458,1974,1560,1591,1963,1011,1221,1183,1034
인천광역시,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",100 - 299명,사업체수,개,6,7,5,4,7,9,12,10,8,8
인천광역시,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",100 - 299명,종사자수,명,812,974,712,501,824,1176,1636,1393,1136,1091
인천광역시,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",300 - 499명,사업체수,개,0,0,0,0,0,0,0,0,0,0
인천광역시,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",300 - 499명,종사자수,명,0,0,0,0,0,0,0,0,0,0
인천광역시,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",500 - 999명,사업체수,개,0,0,0,0,1,0,0,0,0,0
인천광역시,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",500 - 999명,종사자수,명,0,0,0,0,0,0,0,0,0,0
인천광역시,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",1000명 이상,사업체수,개,0,0,0,0,0,0,0,0,0,0
인천광역시,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",1000명 이상,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,전체 산업,계,사업체수,개,99976,102386,105931,108808,111285,113424,116046,118409,119617,123706
광주광역시,전체 산업,계,종사자수,명,499215,499802,519912,529113,537822,559853,585486,600938,616265,631876
광주광역시,전체 산업,1 - 4명,사업체수,개,84338,86057,87802,89834,91764,93224,94570,96470,96633,99468
광주광역시,전체 산업,1 - 4명,종사자수,명,152018,155411,157653,160688,165526,166030,172396,177592,176069,182583
광주광역시,전체 산업,5 - 9명,사업체수,개,8268,8949,10664,11259,11653,11960,12936,13164,13712,14730
광주광역시,전체 산업,5 - 9명,종사자수,명,53268,58236,67920,71249,73838,75918,82174,83710,87238,92810
광주광역시,전체 산업,10 - 19명,사업체수,개,3804,3894,3869,4119,4184,4354,4619,4764,5100,5306
광주광역시,전체 산업,10 - 19명,종사자수,명,50313,50990,50897,53976,54746,57076,60579,62729,66818,69124
광주광역시,전체 산업,20 - 49명,사업체수,개,2238,2243,2287,2322,2434,2526,2542,2632,2747,2773
광주광역시,전체 산업,20 - 49명,종사자수,명,68386,68314,69527,70409,73351,76083,76851,79633,82173,83092
광주광역시,전체 산업,50 - 99명,사업체수,개,891,842,874,836,813,887,890,860,885,891
광주광역시,전체 산업,50 - 99명,종사자수,명,60929,58005,59352,58002,55717,60673,61348,57935,60851,60936
광주광역시,전체 산업,100 - 299명,사업체수,개,356,324,361,365,365,389,396,426,445,443
광주광역시,전체 산업,100 - 299명,종사자수,명,54719,50140,55572,56327,56218,61767,61579,67489,70224,71108
광주광역시,전체 산업,300 - 499명,사업체수,개,42,38,39,35,36,46,51,52,53,55
광주광역시,전체 산업,300 - 499명,종사자수,명,15564,14340,14676,13534,13620,17356,19615,19870,19809,20169
광주광역시,전체 산업,500 - 999명,사업체수,개,29,28,24,28,25,25,30,25,27,24
광주광역시,전체 산업,500 - 999명,종사자수,명,19246,18413,17594,19796,18015,17126,23109,17969,18951,16863
광주광역시,전체 산업,1000명 이상,사업체수,개,10,11,11,10,11,13,12,16,15,16
광주광역시,전체 산업,1000명 이상,종사자수,명,24772,25953,26721,25132,26791,27824,27835,34011,34132,35191
광주광역시,"농업, 임업 및 어업(01~03)",계,사업체수,개,15,19,25,16,18,21,22,25,34,27
광주광역시,"농업, 임업 및 어업(01~03)",계,종사자수,명,361,373,430,412,336,390,339,458,383,341
광주광역시,"농업, 임업 및 어업(01~03)",1 - 4명,사업체수,개,4,5,12,5,6,5,8,8,18,16
광주광역시,"농업, 임업 및 어업(01~03)",1 - 4명,종사자수,명,7,10,27,8,9,9,15,22,41,30
광주광역시,"농업, 임업 및 어업(01~03)",5 - 9명,사업체수,개,4,7,4,1,3,8,7,9,7,6
광주광역시,"농업, 임업 및 어업(01~03)",5 - 9명,종사자수,명,27,50,22,0,21,47,42,60,50,43
광주광역시,"농업, 임업 및 어업(01~03)",10 - 19명,사업체수,개,2,2,5,4,6,3,3,3,5,2
광주광역시,"농업, 임업 및 어업(01~03)",10 - 19명,종사자수,명,0,0,73,54,81,37,37,37,62,0
광주광역시,"농업, 임업 및 어업(01~03)",20 - 49명,사업체수,개,3,3,2,4,1,4,3,2,3,2
광주광역시,"농업, 임업 및 어업(01~03)",20 - 49명,종사자수,명,78,94,0,126,0,143,104,0,100,0
광주광역시,"농업, 임업 및 어업(01~03)",50 - 99명,사업체수,개,1,1,1,1,1,0,0,2,0,0
광주광역시,"농업, 임업 및 어업(01~03)",50 - 99명,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,"농업, 임업 및 어업(01~03)",100 - 299명,사업체수,개,1,1,1,1,1,1,1,1,1,1
광주광역시,"농업, 임업 및 어업(01~03)",100 - 299명,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,"농업, 임업 및 어업(01~03)",300 - 499명,사업체수,개,0,0,0,0,0,0,0,0,0,0
광주광역시,"농업, 임업 및 어업(01~03)",300 - 499명,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,"농업, 임업 및 어업(01~03)",500 - 999명,사업체수,개,0,0,0,0,0,0,0,0,0,0
광주광역시,"농업, 임업 및 어업(01~03)",500 - 999명,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,"농업, 임업 및 어업(01~03)",1000명 이상,사업체수,개,0,0,0,0,0,0,0,0,0,0
광주광역시,"농업, 임업 및 어업(01~03)",1000명 이상,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,광업(05~08),계,사업체수,개,7,11,10,12,14,13,9,7,7,8
광주광역시,광업(05~08),계,종사자수,명,54,82,54,46,77,62,60,46,51,41
광주광역시,광업(05~08),1 - 4명,사업체수,개,3,5,5,11,10,10,5,6,3,7
광주광역시,광업(05~08),1 - 4명,종사자수,명,4,9,5,22,31,25,8,13,8,17
광주광역시,광업(05~08),5 - 9명,사업체수,개,2,4,4,0,3,2,2,0,3,0
광주광역시,광업(05~08),5 - 9명,종사자수,명,0,30,25,0,20,0,0,0,19,0
광주광역시,광업(05~08),10 - 19명,사업체수,개,1,1,0,0,0,0,1,0,0,0
광주광역시,광업(05~08),10 - 19명,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,광업(05~08),20 - 49명,사업체수,개,1,1,1,1,1,1,1,1,1,1
광주광역시,광업(05~08),20 - 49명,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,광업(05~08),50 - 99명,사업체수,개,0,0,0,0,0,0,0,0,0,0
광주광역시,광업(05~08),50 - 99명,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,광업(05~08),100 - 299명,사업체수,개,0,0,0,0,0,0,0,0,0,0
광주광역시,광업(05~08),100 - 299명,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,광업(05~08),300 - 499명,사업체수,개,0,0,0,0,0,0,0,0,0,0
광주광역시,광업(05~08),300 - 499명,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,광업(05~08),500 - 999명,사업체수,개,0,0,0,0,0,0,0,0,0,0
광주광역시,광업(05~08),500 - 999명,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,광업(05~08),1000명 이상,사업체수,개,0,0,0,0,0,0,0,0,0,0
광주광역시,광업(05~08),1000명 이상,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,제조업(10~34),계,사업체수,개,7488,7702,7902,8092,8547,8770,8870,8983,9105,9266
광주광역시,제조업(10~34),계,종사자수,명,74498,76372,79992,78913,82331,82540,85157,86364,86109,85858
광주광역시,제조업(10~34),1 - 4명,사업체수,개,5484,5622,5616,5753,6077,6289,6244,6271,6313,6402
광주광역시,제조업(10~34),1 - 4명,종사자수,명,10356,10702,10577,10871,11674,12375,12724,12824,12622,13110
광주광역시,제조업(10~34),5 - 9명,사업체수,개,916,963,1182,1243,1308,1340,1434,1482,1516,1566
광주광역시,제조업(10~34),5 - 9명,종사자수,명,6077,6435,7928,8113,8543,8920,9496,9898,10113,10448
광주광역시,제조업(10~34),10 - 19명,사업체수,개,504,525,504,493,522,514,517,581,617,641
광주광역시,제조업(10~34),10 - 19명,종사자수,명,6908,6945,7017,6776,7065,7002,7041,7926,8170,8450
광주광역시,제조업(10~34),20 - 49명,사업체수,개,377,386,391,401,438,410,443,419,439,443
광주광역시,제조업(10~34),20 - 49명,종사자수,명,11663,11905,12358,12468,13647,12760,13820,12968,13401,13486
광주광역시,제조업(10~34),50 - 99명,사업체수,개,125,127,118,118,111,136,147,142,134,127
광주광역시,제조업(10~34),50 - 99명,종사자수,명,8695,8860,7959,8464,8047,9635,10729,10224,9546,8773
광주광역시,제조업(10~34),100 - 299명,사업체수,개,71,67,79,70,77,65,71,72,70,73
광주광역시,제조업(10~34),100 - 299명,종사자수,명,11156,10859,12509,10911,11845,10087,10791,10841,10681,11682
광주광역시,제조업(10~34),300 - 499명,사업체수,개,2,4,3,5,5,7,5,7,7,7
광주광역시,제조업(10~34),300 - 499명,종사자수,명,0,1848,1260,1779,1798,2705,1963,2730,2635,2712
광주광역시,제조업(10~34),500 - 999명,사업체수,개,4,3,3,5,5,4,5,5,5,3
광주광역시,제조업(10~34),500 - 999명,종사자수,명,2471,2159,2116,3680,3670,2767,3431,3320,3144,2035
광주광역시,제조업(10~34),1000명 이상,사업체수,개,5,5,6,4,4,5,4,4,4,4
광주광역시,제조업(10~34),1000명 이상,종사자수,명,16282,16659,18268,15851,16042,16289,15162,15633,15797,15162
광주광역시,"전기, 가스, 증기 및 공기조절 공급업(35)",계,사업체수,개,19,23,35,37,51,55,75,114,206,324
광주광역시,"전기, 가스, 증기 및 공기조절 공급업(35)",계,종사자수,명,938,941,875,923,1034,979,1034,1222,1393,1671
광주광역시,"전기, 가스, 증기 및 공기조절 공급업(35)",1 - 4명,사업체수,개,8,12,24,25,31,41,59,93,181,297
광주광역시,"전기, 가스, 증기 및 공기조절 공급업(35)",1 - 4명,종사자수,명,20,32,48,49,52,70,108,165,266,372
광주광역시,"전기, 가스, 증기 및 공기조절 공급업(35)",5 - 9명,사업체수,개,1,2,2,1,5,3,4,8,12,14
광주광역시,"전기, 가스, 증기 및 공기조절 공급업(35)",5 - 9명,종사자수,명,0,0,0,0,26,17,25,44,72,87
광주광역시,"전기, 가스, 증기 및 공기조절 공급업(35)",10 - 19명,사업체수,개,2,1,1,3,6,2,3,3,3,3
광주광역시,"전기, 가스, 증기 및 공기조절 공급업(35)",10 - 19명,종사자수,명,0,0,0,44,79,0,48,37,42,39
광주광역시,"전기, 가스, 증기 및 공기조절 공급업(35)",20 - 49명,사업체수,개,1,1,1,0,1,1,2,4,4,2
광주광역시,"전기, 가스, 증기 및 공기조절 공급업(35)",20 - 49명,종사자수,명,0,0,0,0,0,0,0,158,131,0
광주광역시,"전기, 가스, 증기 및 공기조절 공급업(35)",50 - 99명,사업체수,개,3,4,4,5,5,5,4,3,3,4
광주광역시,"전기, 가스, 증기 및 공기조절 공급업(35)",50 - 99명,종사자수,명,196,270,254,300,323,345,265,223,237,255
광주광역시,"전기, 가스, 증기 및 공기조절 공급업(35)",100 - 299명,사업체수,개,4,3,3,3,3,3,3,3,3,4
광주광역시,"전기, 가스, 증기 및 공기조절 공급업(35)",100 - 299명,종사자수,명,647,572,509,524,531,497,525,595,645,874
광주광역시,"전기, 가스, 증기 및 공기조절 공급업(35)",300 - 499명,사업체수,개,0,0,0,0,0,0,0,0,0,0
광주광역시,"전기, 가스, 증기 및 공기조절 공급업(35)",300 - 499명,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,"전기, 가스, 증기 및 공기조절 공급업(35)",500 - 999명,사업체수,개,0,0,0,0,0,0,0,0,0,0
광주광역시,"전기, 가스, 증기 및 공기조절 공급업(35)",500 - 999명,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,"전기, 가스, 증기 및 공기조절 공급업(35)",1000명 이상,사업체수,개,0,0,0,0,0,0,0,0,0,0
광주광역시,"전기, 가스, 증기 및 공기조절 공급업(35)",1000명 이상,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,사업체수,개,127,140,153,155,180,176,163,161,161,176
광주광역시,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,종사자수,명,2067,1951,2150,2198,2150,2196,2152,2051,2056,2216
광주광역시,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",1 - 4명,사업체수,개,41,58,68,57,77,75,74,78,72,85
광주광역시,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",1 - 4명,종사자수,명,93,136,171,135,175,161,182,182,151,205
광주광역시,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",5 - 9명,사업체수,개,31,30,31,47,53,45,38,35,40,40
광주광역시,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",5 - 9명,종사자수,명,213,204,223,322,361,313,276,231,263,269
광주광역시,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",10 - 19명,사업체수,개,25,24,21,17,17,24,19,19,22,24
광주광역시,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",10 - 19명,종사자수,명,325,317,253,219,216,300,245,241,297,310
광주광역시,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",20 - 49명,사업체수,개,20,20,24,26,26,26,25,25,23,22
광주광역시,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",20 - 49명,종사자수,명,625,605,760,816,808,820,777,800,757,746
광주광역시,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",50 - 99명,사업체수,개,8,6,7,6,5,3,4,1,1,2
광주광역시,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",50 - 99명,종사자수,명,517,392,448,404,314,207,284,0,0,0
광주광역시,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",100 - 299명,사업체수,개,2,2,2,2,2,3,3,3,3,3
광주광역시,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",100 - 299명,종사자수,명,0,0,0,0,0,395,388,532,525,550
광주광역시,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",300 - 499명,사업체수,개,0,0,0,0,0,0,0,0,0,0
광주광역시,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",300 - 499명,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",500 - 999명,사업체수,개,0,0,0,0,0,0,0,0,0,0
광주광역시,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",500 - 999명,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",1000명 이상,사업체수,개,0,0,0,0,0,0,0,0,0,0
광주광역시,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",1000명 이상,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,건설업(41~42),계,사업체수,개,3451,3636,3877,4214,4749,4898,4935,5127,5353,5463
광주광역시,건설업(41~42),계,종사자수,명,48347,42278,41230,42652,41811,49287,52480,54174,58128,58962
광주광역시,건설업(41~42),1 - 4명,사업체수,개,1645,1838,2057,2302,2712,2845,2521,2719,2758,2566
광주광역시,건설업(41~42),1 - 4명,종사자수,명,3470,3926,4410,4990,6172,6321,5745,6831,6859,6257
광주광역시,건설업(41~42),5 - 9명,사업체수,개,703,799,897,950,1060,1045,1263,1213,1339,1598
광주광역시,건설업(41~42),5 - 9명,종사자수,명,4728,5364,5818,6264,6835,6761,8014,7885,8783,10443
광주광역시,건설업(41~42),10 - 19명,사업체수,개,537,552,466,544,556,541,711,741,733,774
광주광역시,건설업(41~42),10 - 19명,종사자수,명,7229,7358,6192,7299,7394,7220,9440,9790,9717,10090
광주광역시,건설업(41~42),20 - 49명,사업체수,개,390,301,313,285,303,316,294,310,352,364
광주광역시,건설업(41~42),20 - 49명,종사자수,명,11883,8938,9319,8659,8890,9372,8675,9244,10465,10643
광주광역시,건설업(41~42),50 - 99명,사업체수,개,111,96,92,84,75,79,76,66,91,90
광주광역시,건설업(41~42),50 - 99명,종사자수,명,7539,6531,6152,5806,5002,5355,5163,4345,6000,6140
광주광역시,건설업(41~42),100 - 299명,사업체수,개,52,41,48,43,39,64,59,68,72,59
광주광역시,건설업(41~42),100 - 299명,종사자수,명,7980,6346,7598,6543,5903,10493,9871,11594,12065,9736
광주광역시,건설업(41~42),300 - 499명,사업체수,개,8,6,3,2,3,5,7,8,5,8
광주광역시,건설업(41~42),300 - 499명,종사자수,명,2643,2163,1213,0,1115,1782,2873,3005,1750,2657
광주광역시,건설업(41~42),500 - 999명,사업체수,개,5,3,1,4,1,3,4,2,2,3
광주광역시,건설업(41~42),500 - 999명,종사자수,명,2875,1652,0,2345,0,1983,2699,0,0,1973
광주광역시,건설업(41~42),1000명 이상,사업체수,개,0,0,0,0,0,0,0,0,1,1
광주광역시,건설업(41~42),1000명 이상,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,도매 및 소매업(45~47),계,사업체수,개,27151,27848,28932,29687,30620,31179,31542,31636,31616,31799
광주광역시,도매 및 소매업(45~47),계,종사자수,명,77686,79104,82656,84520,87631,89616,91616,92544,93051,94194
광주광역시,도매 및 소매업(45~47),1 - 4명,사업체수,개,24484,25052,25841,26421,27282,27668,27863,28011,27751,27689
광주광역시,도매 및 소매업(45~47),1 - 4명,종사자수,명,45434,46308,47598,48163,50051,50553,51774,52798,51524,52013
광주광역시,도매 및 소매업(45~47),5 - 9명,사업체수,개,1783,1932,2199,2301,2354,2445,2639,2614,2756,2980
광주광역시,도매 및 소매업(45~47),5 - 9명,종사자수,명,11328,12279,13794,14214,14671,15206,16418,16379,17177,18448
광주광역시,도매 및 소매업(45~47),10 - 19명,사업체수,개,590,577,606,674,670,756,719,683,765,804
광주광역시,도매 및 소매업(45~47),10 - 19명,종사자수,명,7822,7594,7945,8774,8665,9767,9313,8885,9943,10348
광주광역시,도매 및 소매업(45~47),20 - 49명,사업체수,개,229,221,221,233,249,242,253,265,285,271
광주광역시,도매 및 소매업(45~47),20 - 49명,종사자수,명,6475,6414,6250,6569,7081,6794,7182,7581,7959,7578
광주광역시,도매 및 소매업(45~47),50 - 99명,사업체수,개,45,47,44,36,39,46,46,39,37,38
광주광역시,도매 및 소매업(45~47),50 - 99명,종사자수,명,3014,3112,2922,2289,2353,2977,2830,2406,2323,2466
광주광역시,도매 및 소매업(45~47),100 - 299명,사업체수,개,18,17,19,21,25,20,21,22,20,15
광주광역시,도매 및 소매업(45~47),100 - 299명,종사자수,명,2794,2578,2868,3508,3871,3075,3169,3269,2893,2107
광주광역시,도매 및 소매업(45~47),300 - 499명,사업체수,개,1,1,1,0,0,1,0,1,1,1
광주광역시,도매 및 소매업(45~47),300 - 499명,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,도매 및 소매업(45~47),500 - 999명,사업체수,개,1,1,1,0,1,1,1,1,1,1
광주광역시,도매 및 소매업(45~47),500 - 999명,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,도매 및 소매업(45~47),1000명 이상,사업체수,개,0,0,0,1,0,0,0,0,0,0
광주광역시,도매 및 소매업(45~47),1000명 이상,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,운수 및 창고업(49~52),계,사업체수,개,9440,9347,9556,10109,9718,10476,10513,10056,9774,11308
광주광역시,운수 및 창고업(49~52),계,종사자수,명,27259,27424,28199,27991,26514,28009,28119,28701,29917,30315
광주광역시,운수 및 창고업(49~52),1 - 4명,사업체수,개,9003,8883,9054,9601,9227,9961,9974,9463,9126,10707
광주광역시,운수 및 창고업(49~52),1 - 4명,종사자수,명,9693,9515,9689,10287,9960,10567,10643,10139,9779,11706
광주광역시,운수 및 창고업(49~52),5 - 9명,사업체수,개,123,132,152,167,160,164,183,193,214,198
광주광역시,운수 및 창고업(49~52),5 - 9명,종사자수,명,846,908,986,1132,1028,1074,1210,1272,1401,1258
광주광역시,운수 및 창고업(49~52),10 - 19명,사업체수,개,98,113,108,109,107,111,127,147,155,149
광주광역시,운수 및 창고업(49~52),10 - 19명,종사자수,명,1327,1538,1390,1433,1438,1488,1690,1981,2115,1987
광주광역시,운수 및 창고업(49~52),20 - 49명,사업체수,개,128,133,145,136,139,152,138,168,189,172
광주광역시,운수 및 창고업(49~52),20 - 49명,종사자수,명,4342,4362,4754,4515,4501,4888,4419,5337,5810,5290
광주광역시,운수 및 창고업(49~52),50 - 99명,사업체수,개,59,56,67,66,60,63,70,58,58,48
광주광역시,운수 및 창고업(49~52),50 - 99명,종사자수,명,3895,3796,4432,4439,3982,4259,4752,3809,3757,3086
광주광역시,운수 및 창고업(49~52),100 - 299명,사업체수,개,23,23,26,27,22,20,16,23,27,31
광주광역시,운수 및 창고업(49~52),100 - 299명,종사자수,명,3593,3401,3992,4081,3488,2968,2487,3588,4225,4802
광주광역시,운수 및 창고업(49~52),300 - 499명,사업체수,개,3,4,1,1,1,3,3,2,3,1
광주광역시,운수 및 창고업(49~52),300 - 499명,종사자수,명,1188,1643,0,0,0,1081,1090,0,1105,0
광주광역시,운수 및 창고업(49~52),500 - 999명,사업체수,개,3,3,3,2,2,2,2,2,2,2
광주광역시,운수 및 창고업(49~52),500 - 999명,종사자수,명,2375,2261,2520,0,0,0,0,0,0,0
광주광역시,운수 및 창고업(49~52),1000명 이상,사업체수,개,0,0,0,0,0,0,0,0,0,0
광주광역시,운수 및 창고업(49~52),1000명 이상,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,숙박 및 음식점업(55~56),계,사업체수,개,16886,17236,17759,18032,18348,18816,19317,19896,20044,20742
광주광역시,숙박 및 음식점업(55~56),계,종사자수,명,46535,47975,51432,53041,54157,55825,58203,59712,61476,64721
광주광역시,숙박 및 음식점업(55~56),1 - 4명,사업체수,개,15314,15495,15510,15625,15783,16124,16417,16983,16896,17255
광주광역시,숙박 및 음식점업(55~56),1 - 4명,종사자수,명,32740,33183,32691,33381,33890,33960,35346,37505,36980,38319
광주광역시,숙박 및 음식점업(55~56),5 - 9명,사업체수,개,1240,1389,1887,1997,2179,2251,2435,2498,2622,2919
광주광역시,숙박 및 음식점업(55~56),5 - 9명,종사자수,명,7700,8782,11600,12240,13332,13705,14943,15165,16127,17505
광주광역시,숙박 및 음식점업(55~56),10 - 19명,사업체수,개,261,289,282,332,318,355,382,345,450,481
광주광역시,숙박 및 음식점업(55~56),10 - 19명,종사자수,명,3270,3620,3569,4124,3877,4432,4647,4314,5583,5854
광주광역시,숙박 및 음식점업(55~56),20 - 49명,사업체수,개,54,53,57,56,48,63,61,57,63,75
광주광역시,숙박 및 음식점업(55~56),20 - 49명,종사자수,명,1533,1533,1629,1681,1525,1913,1676,1764,1808,2072
광주광역시,숙박 및 음식점업(55~56),50 - 99명,사업체수,개,15,7,19,19,15,17,20,10,11,10
광주광역시,숙박 및 음식점업(55~56),50 - 99명,종사자수,명,1066,510,1207,1230,957,1119,1331,600,691,687
광주광역시,숙박 및 음식점업(55~56),100 - 299명,사업체수,개,2,3,3,3,5,6,2,3,2,2
광주광역시,숙박 및 음식점업(55~56),100 - 299명,종사자수,명,0,347,373,385,576,696,0,364,0,0
광주광역시,숙박 및 음식점업(55~56),300 - 499명,사업체수,개,0,0,1,0,0,0,0,0,0,0
광주광역시,숙박 및 음식점업(55~56),300 - 499명,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,숙박 및 음식점업(55~56),500 - 999명,사업체수,개,0,0,0,0,0,0,0,0,0,0
광주광역시,숙박 및 음식점업(55~56),500 - 999명,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,숙박 및 음식점업(55~56),1000명 이상,사업체수,개,0,0,0,0,0,0,0,0,0,0
광주광역시,숙박 및 음식점업(55~56),1000명 이상,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,정보통신업(58~63),계,사업체수,개,625,703,785,805,803,832,815,862,878,909
광주광역시,정보통신업(58~63),계,종사자수,명,8214,7632,7739,8105,7338,7446,7831,8050,8290,9640
광주광역시,정보통신업(58~63),1 - 4명,사업체수,개,361,433,495,516,526,534,529,555,561,592
광주광역시,정보통신업(58~63),1 - 4명,종사자수,명,799,960,1042,1064,1058,1096,1129,1133,1128,1181
광주광역시,정보통신업(58~63),5 - 9명,사업체수,개,130,146,167,160,149,156,144,170,161,166
광주광역시,정보통신업(58~63),5 - 9명,종사자수,명,810,907,1047,1002,938,962,931,1069,1009,1082
광주광역시,정보통신업(58~63),10 - 19명,사업체수,개,51,48,53,50,53,62,65,58,73,65
광주광역시,정보통신업(58~63),10 - 19명,종사자수,명,700,637,714,634,690,789,837,758,993,834
광주광역시,정보통신업(58~63),20 - 49명,사업체수,개,42,41,40,41,44,53,45,46,50,51
광주광역시,정보통신업(58~63),20 - 49명,종사자수,명,1393,1296,1271,1298,1379,1633,1423,1485,1554,1579
광주광역시,정보통신업(58~63),50 - 99명,사업체수,개,23,18,16,23,19,16,18,17,17,18
광주광역시,정보통신업(58~63),50 - 99명,종사자수,명,1427,1132,1034,1488,1274,1138,1238,1120,1182,1274
광주광역시,정보통신업(58~63),100 - 299명,사업체수,개,16,16,12,14,12,11,14,16,16,16
광주광역시,정보통신업(58~63),100 - 299명,종사자수,명,2286,2313,1880,2167,1999,1828,2273,2485,2424,2540
광주광역시,정보통신업(58~63),300 - 499명,사업체수,개,2,1,2,1,0,0,0,0,0,0
광주광역시,정보통신업(58~63),300 - 499명,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,정보통신업(58~63),500 - 999명,사업체수,개,0,0,0,0,0,0,0,0,0,0
광주광역시,정보통신업(58~63),500 - 999명,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,정보통신업(58~63),1000명 이상,사업체수,개,0,0,0,0,0,0,0,0,0,1
광주광역시,정보통신업(58~63),1000명 이상,종사자수,명,0,0,0,0,0,0,0,0,0,0
광주광역시,금융 및 보험업(64~66),계,사업체수,개,1388,1453,1486,1458,1484,1460,1499,1591,1557,1564
광주광역시,금융 및 보험업(64~66),계,종사자수,명,25295,26444,25759,23655,22950,24140,24490,24792,24375,22887
광주광역시,금융 및 보험업(64~66),1 - 4명,사업체수,개,318,352,349,360,391,331,355,429,434,467
광주광역시,금융 및 보험업(64~66),1 - 4명,종사자수,명,775,849,835,859,881,759,854,990,1002,1103
광주광역시,금융 및 보험업(64~66),5 - 9명,사업체수,개,356,364,382,396,412,429,449,439,432,430
광주광역시,금융 및 보험업(64~66),5 - 9명,종사자수,명,2498,2608,2688,2820,2923,2994,3157,3044,2983,2963
광주광역시,금융 및 보험업(64~66),10 - 19명,사업체수,개,346,345,374,370,343,346,358,381,372,375
