Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Comoros,COM,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,11.0444499,11.04509503,11.0442232,11.0449192,11.04530135,11.04536043,11.04491814,11.04517045,11.04518657,11.04532144,11.04471232,11.04535995,11.04521501,11.04508804,11.04506809,11.04466806,11.04508062,11.04522519,11.04502403,11.04479978,11.04499158,11.04484503,11.04488253,11.04505724,11.04483448,11.04506128,11.04513281,10.72412622,10.93415348,11.47677026,11.13884379,10.65996305,10.04360077,9.326758199,10.27523237,10.59190468,10.61491606,10.82377663,10.31880527,10.26242466,
Cabo Verde,CPV,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.45978417,16.8816656,18.18412911,18.42871582,18.52364207,17.26812,17.45791038,18.45179052,18.85223395,17.29058069,17.99359926,17.79866075,17.61331257,
Costa Rica,CRI,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,10.35133646,11.6205209,11.47304193,12.12913317,12.66559363,12.59513745,12.5198215,12.63514507,12.4056413,12.47855971,12.56494789,13.87137511,14.38691302,13.94454052,14.29360544,15.22142756,15.99179709,15.98172506,16.7868347,18.05206941,18.22052591,15.73743434,14.55503364,15.10053049,15.64472069,15.75132958,15.39091075,14.99008552,15.61993556,16.97146843,18.15985108,13.06120156,12.01637759,12.69542178,13.25010404,12.90924172,13.06110941,12.57688982,12.75960441,13.41933243,13.82589646,14.40518071,14.80295515,14.60466391,14.0602643,13.57449936,13.20280999,12.816825,13.56031004,15.77393883,16.75916331,17.16435156,17.0792341,17.57082083,17.50037187,17.47982898,17.20601106,17.17035935,16.90166419,17.39080538,
Caribbean small states,CSS,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,31.67222472,31.67127099,31.67221494,31.67467355,31.67811109,31.66484975,31.6665046,31.67693933,31.68696166,31.69529805,31.59854504,31.6747807,31.72910964,31.73707386,31.73698103,31.11477929,32.05596099,32.00075219,31.77689734,31.73651454,31.00158823,33.31097159,34.79865259,35.38242433,27.26595595,24.39377861,26.55355197,26.83483664,27.67312615,28.92478548,29.59629123,30.88781153,34.10451139,33.73316909,35.47967332,33.6483605,32.2340401,35.40975942,39.88073604,38.96101804,34.75935829,35.42107552,31.91506816,32.44672577,32.40676453,32.20593805,31.89558936,30.8380915,30.05308779,,
Curacao,CUW,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.07376605,15.95109404,16.66394426,16.01365226,16.5291213,16.19185328,14.83838197,14.67706706,14.28588417,15.63089564,,,,,,
Cayman Islands,CYM,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,17.47081487,16.32225654,13.99196275,13.08983546,12.78183387,13.66565883,14.61187282,14.84047357,15.12272398,14.10946566,14.06692672,14.11081417,16.61049215,16.65915146,15.98209745,17.33771574,18.45814405,19.03703046,16.8717747,16.65707883,12.41548924,13.14994839,14.78962581,16.06441129,16.06011615,15.08638855,15.93603723,16.60936141,17.91162643,16.57712709,16.5136248,16.89873099,16.44454792,17.05193214,18.77647889,18.51985994,19.08798516,18.81406283,18.45238171,16.78699353,16.35376149,15.24670168,14.90814505,14.68574101,16.56131023,
Czech Republic,CZE,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.89426597,21.54612999,20.55550936,20.91448647,21.20285624,20.19619045,19.45414937,20.05419518,19.00155057,19.8830617,19.52621832,19.47469802,20.95695921,21.91937387,20.65028431,20.31683092,19.92913383,19.12119938,19.13012076,20.67144288,20.53370132,19.79675176,19.45255853,19.72313002,19.33226501,18.91525406,18.96218641,18.75827057,19.39351786,19.73773751,
Germany,DEU,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,16.25372116,17.35283367,17.70888781,18.39304425,19.82139615,20.93833292,20.40666787,20.36923372,20.49055181,20.40209681,20.88500439,21.42782657,21.11906803,20.86442618,20.66315532,20.59250647,20.47531418,20.69251054,20.44344296,19.48108282,19.10031863,18.67694539,19.22112029,19.35181536,19.31403897,19.42415589,19.71255035,19.35486832,19.09815232,19.24670305,19.04451683,18.94892614,19.23157061,19.32563744,18.81738062,18.77590886,18.32777098,17.85505391,18.25555961,19.99169982,19.56321167,19.06992976,19.27687584,19.63092464,19.58902519,19.6917566,19.90120393,19.8832772,19.97211306,20.42695815,
Djibouti,DJI,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6715888,19.09348534,19.86289865,22.242092,21.86160752,20.64625755,,
Dominica,DMA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,17.91864739,18.63967709,19.48210933,19.76745758,20.9620557,22.3673295,22.43297685,21.96036753,23.64723826,24.59632499,24.09456654,23.80126808,24.46299843,24.91075807,26.26755811,27.27263793,27.69095434,26.98252659,25.13056833,24.58992534,23.53156223,24.29851066,24.70101887,24.36049723,23.9066141,24.24812699,24.16303848,25.3010539,24.40418546,24.05207259,24.10540461,23.63921686,24.12912252,24.3659908,23.87376461,24.32491174,24.86905419,25.03802426,24.9339006,24.49868891,24.20353839,24.33796324,25.10089006,27.93499972,27.36584798,26.56466596,26.47145553,26.00748763,25.78565204,25.46919943,24.86850637,24.41208314,24.25945201,23.84719117,
Dominican Republic,DOM,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,13.31053539,13.27013812,15.30154108,16.1352058,15.61037594,18.88300867,15.01168818,13.11364515,13.40932258,12.68590004,11.57792662,10.14556256,8.941360572,8.256806551,9.963892402,6.170054457,3.844342655,4.12782804,5.7271988,7.63041209,7.454187804,9.165090659,9.427389506,8.527644622,7.510384682,7.082627469,7.296113201,4.007871949,3.542332993,2.931937112,2.926044555,3.215652519,3.843251179,4.483067803,4.897726714,4.83759419,5.182606956,7.071051618,7.321818263,7.884055342,8.720351168,9.530208972,9.971614912,8.636882996,7.588093842,8.089390779,8.787024672,9.177067846,10.05662026,10.70556638,9.927111365,9.322144046,9.886146413,10.44833449,10.47128994,10.28874596,10.3026904,10.93864349,10.85985699,11.06879727,
Algeria,DZA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,26.66541947,23.28126029,19.47105528,19.00488404,17.04815643,16.37921016,17.63349203,17.88966612,16.81417947,16.78807951,16.53224003,18.56780761,17.45751829,15.97860305,11.780078,14.35674047,13.74290863,14.70808188,15.39716011,15.06428159,15.20000002,15.09926827,16.18497166,16.21737328,16.03139025,16.71815843,18.99833042,19.43157212,20.11444846,18.00141754,16.06693062,14.71876907,16.01793562,17.32418591,17.87462315,16.76378984,15.7743188,16.53837856,17.79190852,16.78723475,13.58394893,14.77507112,15.48713289,14.80339172,13.77264736,11.45041924,11.23157575,11.64349326,13.20671757,16.14528493,17.22675193,20.66808714,20.31803441,19.13577367,19.53101883,21.56035951,20.88986166,18.95038779,17.15259408,16.94609928,
East Asia & Pacific (excluding high income),EAP,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,12.08942913,13.66107925,11.92622663,12.75805688,12.12437092,11.27692587,11.79485869,10.73507099,10.95494536,11.40313833,11.00522273,11.70571857,11.90758976,11.4163965,11.62903706,11.67495166,12.43590946,12.39065991,12.73957411,13.380037,13.33318022,12.98402832,13.10143913,13.53006404,14.31513023,13.81637714,13.49267284,12.62962657,12.04910089,12.55838911,13.01618911,13.1697153,13.50647151,13.45968423,13.20554929,12.58205987,12.47371604,12.89947562,13.74858135,14.95154839,15.28725459,15.02767279,14.79156929,14.22744776,13.66074613,13.72860617,13.79389288,13.66634337,13.56780641,14.03976478,13.80720496,14.35868564,14.86846874,15.00817244,14.97261649,15.31341442,15.38878301,15.28495996,15.45189016,15.54919931,
Early-demographic dividend,EAR,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,9.171008375,9.146882881,9.179716403,9.51724467,9.375434034,9.677954906,10.30500397,9.953401428,10.58305893,10.75070256,11.80747133,12.12178845,12.01899489,12.18192453,11.6606963,13.15795181,13.19099482,13.04804697,13.83011868,13.28163275,12.82997332,13.20129492,13.61092299,13.24801466,13.1452201,13.44481385,13.67256252,13.12663111,12.65533261,12.68275693,12.33030113,12.77480704,12.66157964,13.09791566,12.59784679,12.34199169,12.18537106,12.80017938,13.05060077,13.05232236,12.84127791,13.20393049,12.9718653,12.8003135,12.35463534,12.18664285,12.19339371,11.99495291,12.04423862,13.5340876,12.95370957,12.82428679,13.03798578,13.23289843,13.71456193,14.22621294,13.97144818,13.77059463,13.72640946,13.76838827,
East Asia & Pacific,EAS,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,11.27297939,11.90228113,12.10896248,11.81959814,12.3622342,13.16990279,13.42896852,13.38346228,13.43932307,13.69956316,13.90337163,13.82931617,13.93379527,14.13940903,14.34035737,14.10283171,13.84994692,13.35973673,12.88439406,13.1291657,13.38184075,13.52961064,13.87361281,14.00818251,13.9200052,13.74789032,13.76194007,13.97691186,14.60653415,15.33531705,15.56462513,15.79478028,15.86576817,15.64661145,15.3184812,15.36771444,15.35007692,15.26252737,15.43767277,16.18407072,15.97626239,16.45969947,16.75331507,16.787242,16.76934321,16.82370785,16.94873034,16.80052003,17.00053391,,
Europe & Central Asia (excluding high income),ECA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.07911434,16.54033889,17.63536656,15.69935347,14.69729724,17.82921621,16.7737174,16.62670534,16.92139541,18.16909952,16.42274019,14.55090223,14.67801021,15.56094788,16.34795009,16.29097764,15.57630511,15.4181967,15.7176032,15.79478349,16.03306167,18.33159675,16.95005392,15.82796411,16.26278136,16.54309724,16.25157478,16.13333205,16.72779427,16.50590278,16.231651,16.87077187,
Europe & Central Asia,ECS,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,15.51898152,16.22715447,16.43709473,16.50738817,17.209661,18.46074869,18.43243226,18.4830839,18.67719807,18.68235259,19.15768839,19.72847793,19.7909066,19.77000983,19.47749008,19.38610296,19.25390993,19.36960259,18.89774169,18.82928018,19.07333318,19.17617614,19.41629705,19.97712963,19.55142501,19.13695121,19.1534857,19.05577271,18.65267557,18.53525458,18.41094279,18.69053005,19.18668263,19.49443639,19.30625293,19.34413258,19.24905247,19.01577921,19.48911174,21.18030415,20.76685074,20.23416821,20.29031389,20.31501276,20.1759935,19.95120346,19.96745328,19.75031169,19.65207809,19.8733286,
Ecuador,ECU,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,8.869432599,9.507323273,9.28521531,8.845384371,9.211304589,9.433615099,9.151636331,7.482059825,7.197446825,8.235993796,9.693331171,8.512514076,9.22724732,10.80688657,16.03785027,20.93889845,20.190907,20.91279596,19.77920726,18.83717613,18.29154829,15.87285998,17.33400099,15.38752239,16.19908251,14.76198938,15.61428601,15.28090724,16.27545009,13.68091143,12.30197821,11.33858864,9.93883891,10.60395004,10.95679186,11.21369817,10.87543399,11.26931276,11.09299709,11.7675327,9.350397446,9.448934876,9.832440393,10.71391242,10.88435422,10.71784492,10.6018938,10.92815513,11.83043437,13.72571673,13.19965288,12.72904975,13.33729067,14.00538816,14.29615603,14.42952263,14.60569393,14.57125691,14.71635784,14.50466286,
"Egypt, Arab Rep.",EGY,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,15.57209175,16.34934833,15.13814862,17.47871464,19.62393162,19.03774001,19.70719339,19.26779233,22.15045293,23.92191791,22.29822589,24.33273099,25.74573962,24.38078559,25.15365046,25.32883579,23.43763983,20.66773042,18.83968966,16.20449645,15.66951529,17.33930784,15.96054507,15.78947368,15.50632911,15.28150134,14.73922902,14.36893204,13.96103977,12.59740221,11.37787056,11.11111111,10.42415528,10.30927835,10.28571429,10.53921569,10.37489102,11.32004513,11.30828114,11.60598179,11.20258747,11.31865068,12.58907363,12.67065868,12.75499691,12.73909006,12.28751821,11.33190118,10.88777219,11.35098829,11.1636002,11.45066005,11.17812145,11.35239733,11.84976526,11.75989198,11.42688418,10.09221902,8.351737504,7.660222084,
Euro area,EMU,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,15.35959211,16.1165539,16.35725616,16.4601541,17.02493725,18.18215209,18.10098824,18.30772386,18.632542,18.72354795,19.12678656,19.88806956,19.96339512,20.03577179,19.8614848,19.95423693,19.76375072,20.02590194,19.72090587,19.2791433,19.41038518,19.61151635,20.06010366,20.42122443,20.10375814,19.93612203,20.04132243,19.79789454,19.49053242,19.51061733,19.37426838,19.46847705,19.83901966,20.13416742,20.00338535,20.10958748,19.94401738,19.65386781,20.1522216,21.80933135,21.56458001,21.17131541,21.18853032,21.26824689,21.14260968,20.87493066,20.79256534,20.60914114,20.54590319,20.66823554,
Eritrea,ERI,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.76796085,31.17387395,30.17220322,43.91371341,38.73338475,29.92315878,52.33243612,62.13341227,54.79676757,42.64967029,39.65666745,46.60108767,36.61095378,35.23405238,25.91988012,25.63464495,26.36084269,20.11173406,31.80626627,26.61699434,,,,,,,,,
Spain,ESP,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,9.86998944,10.04235186,9.925463773,9.912071223,10.31952417,10.89848521,11.77290718,11.98721303,12.42853527,12.95184063,13.6052598,14.54111198,14.71577032,15.15492591,14.91735387,15.18595296,14.99076457,15.48714412,15.33511634,15.83515014,16.24887271,16.9209406,17.8057219,18.34518389,17.76187156,17.61378933,17.48721901,17.00663241,16.85776619,16.79052177,16.69782095,16.54467306,16.62433027,16.77660527,17.16891407,17.33162094,17.36033145,17.70563411,18.82309892,20.63969446,20.63290231,20.67170977,19.97693723,19.88066816,19.63633475,19.47957943,19.05821303,18.61934283,18.65814235,18.87389819,
Estonia,EST,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.62138143,23.30108942,24.59957031,22.64391549,20.43286595,20.72742438,22.12074691,19.75481628,18.80289184,18.30285085,17.98228893,17.50424499,16.96473433,15.98524747,16.08791601,18.69181717,21.11263652,20.06620011,18.73695089,18.52450678,18.98870679,19.08618389,19.98306725,20.16503851,19.81231003,19.66974295,19.85655291,
Ethiopia,ETH,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.31824607,8.302188718,8.955473678,9.249591844,9.013788576,11.1344515,11.10920751,10.25048168,9.193046848,
European Union,EUU,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,15.67127627,16.45170536,16.68754556,16.77149464,17.36090557,18.49089842,18.43898893,18.71523898,19.051325,19.16002504,19.56948217,20.32129106,20.39728362,20.42754401,20.18604465,20.25405978,20.04075242,20.27808404,19.97671568,19.56529976,19.67146855,19.95614274,20.38478415,20.74285323,20.39612351,20.12245838,20.17356811,19.92790901,19.6586247,19.7644698,19.60129682,19.69525035,20.0669548,20.38306848,20.182782,20.27158771,20.10786719,19.8022002,20.29609196,21.88716913,21.62733068,21.19866916,21.22984011,21.31335293,21.19509111,20.91527677,20.85790047,20.67457815,20.63820309,20.74979253,
Fragile and conflict affected situations,FCS,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,13.68453031,14.21072362,15.30627451,12.68311952,12.34657456,13.68572179,12.46269356,11.89183448,11.47823602,9.526091175,10.90257993,9.930670965,8.766686641,7.839125908,7.451513528,6.902158918,10.48471099,12.06515773,10.20665329,10.95772028,12.13423725,12.03296717,10.74743098,13.106365,11.53378401,11.13344239,12.96132966,12.25241698,13.68902916,12.29701904,12.16239686,12.3336506,13.00662882,13.24758854,,,,,,
Finland,FIN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,14.28253946,14.97307183,15.09930365,14.80698828,15.03728835,16.91484351,17.89354162,18.37657658,18.06188066,17.59743466,17.70805479,18.34659942,18.45898652,18.78874183,18.94687617,19.70469568,19.93045476,20.31425365,19.60820093,19.41763398,20.87094185,23.91281833,24.27048194,23.30120876,22.39694101,21.89469198,22.1594193,21.31183048,20.57456381,20.25985691,19.73732428,19.92560223,20.62753391,21.09667939,21.18444425,21.41152611,21.32078636,20.76687051,21.56487273,24.06752244,23.68623866,23.36134708,24.09705676,24.53639127,24.50736357,24.38441706,23.67114446,22.82889175,22.8503321,22.99630855,
Fiji,FJI,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,15.93076996,16.38638515,18.30207491,20.27569425,19.1996393,19.17235093,17.27851132,17.41059241,16.59108088,17.32278617,17.49550505,17.50044074,18.01450723,18.50224073,16.35851669,16.11108304,15.86680054,16.78740366,17.39526688,15.88633571,17.23668516,17.42080532,16.86939889,16.65394617,15.63223935,15.79856863,18.4142653,17.04367907,15.62592633,16.91489787,14.97721422,17.32202537,18.72851267,18.93847293,19.93608941,20.11511708,18.92319995,18.34130976,19.76664325,,
France,FRA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,14.75850878,15.12752339,15.43949671,15.81026429,15.83774998,15.86454162,15.93823196,16.15277235,16.58323352,16.74705872,16.99788382,17.36047706,17.40336258,17.60049026,18.02719626,19.5772355,19.87770164,20.16251259,20.54788233,20.45930539,21.04610753,21.75299274,22.20144064,22.35516024,22.53058569,22.58406813,22.30602655,22.14600056,21.69722713,21.13715387,21.16889058,21.65502585,22.25922052,23.40903181,23.18625743,23.17666073,23.46969414,23.40094231,22.61520117,22.63099403,22.32587237,22.14185412,22.72114944,23.14342729,23.0446961,23.06703928,22.75917931,22.43313965,22.56256337,24.0808047,23.98925669,23.74452783,23.9504999,24.11168771,24.12589283,23.80787761,23.73238072,23.64400442,23.28089238,23.09564878,
Faroe Islands,FRO,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0306451,25.86848873,25.82032346,25.60486615,26.84282332,29.29862529,30.06999921,30.92053197,28.44226386,29.08685469,32.07318942,33.78616187,32.93947266,32.77796058,32.38757405,31.06348658,29.39536744,28.62615471,28.14937354,28.03134172,28.83766303,,
"Micronesia, Fed. Sts.",FSM,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,58.30985915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,9.779625717,10.27140503,10.20198069,14.08386591,11.52810605,11.35135135,11.92052846,13.62275599,13.99176571,14.02662253,19.66480007,18.74405328,17.69585253,15.58039106,9.254772666,12.21885813,10.56876651,18.096204,13.68694733,12.0849969,13.22716213,14.24487851,15.71200269,17.20188811,18.27528595,20.4131956,25.78264189,24.55642298,19.7881096,14.17446649,13.40244354,14.27023076,15.49531839,15.30231768,11.98764336,11.75660553,11.24138286,10.80055321,15.46691871,11.77986764,9.560085361,15.99816582,16.46414625,16.20004682,15.00715553,12.5353209,13.33980304,13.67412895,12.43048418,16.12362873,13.48694438,12.79371605,14.03080761,14.4562196,14.84946913,14.81639805,14.64120171,13.23170516,10.56896344,10.99339673,
United Kingdom,GBR,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,17.63844657,17.6641221,17.98346418,17.28342164,16.87888573,17.67900319,18.03112286,18.84899902,18.28016526,17.74988563,17.79234174,18.13559152,18.49379316,18.30956816,20.20508261,22.48921518,22.230472,20.83471979,20.32204347,19.91509265,21.35874939,21.80140104,21.67072765,21.4442624,21.1454209,20.35664247,20.32905284,19.61990021,18.83815401,18.41385549,18.61672121,19.47505286,19.9548638,19.26153046,18.90814779,17.14343854,16.71279533,16.13435054,16.13851827,16.57750668,16.78061719,17.41313355,18.19089687,18.86114544,19.49197351,19.69907053,19.81608531,19.6442686,20.44692506,22.02915164,21.65854,20.9691743,20.77747105,20.12402159,19.82954558,19.49375449,19.11931922,18.66453441,18.47825681,18.83822381,
Georgia,GEO,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,13.27433628,12.19512195,12.30769231,12.12121212,12.14285714,12.85714286,13.13868613,13.38028169,13.69863014,11.80555556,10,9.375,9.383378016,5.861473815,9.830433337,10.90690808,7.698617035,10.16970735,11.08313255,10.63287703,8.538751634,9.643886725,9.789189914,8.118774886,11.43491139,14.38356754,12.00806387,16.49660464,19.39983958,18.52273991,15.27110753,13.72558255,13.6168478,14.0180673,14.27162318,14.29085015,15.30834915,13.85323442,13.20757678,12.99605097,
Ghana,GHA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,10.01150748,10.86021505,10.3343465,11.36363636,11.73139159,14.46111869,13.04347826,14.96010638,16.76470588,14.24287856,12.83753873,12.96,12.61101243,10.91116824,12.21030043,13.02290365,12.24333435,12.622055,11.2980082,10.28630147,11.16400635,8.79024041,6.481128038,5.861289516,7.259361105,9.398393228,11.06702673,10.63431635,9.707989756,9.844808194,9.311528428,9.483141087,12.10756812,14.44936856,13.72334294,12.07348066,12.04370871,12.35563365,10.32416166,10.84334639,10.17161587,9.722363918,9.872770251,11.53320324,12.17281188,15.30816526,8.870722204,8.524940361,8.731659768,7.574243956,7.069499421,13.78859812,11.76434631,10.92790356,10.43203956,9.656949101,9.952314358,8.803558802,9.014341667,8.880743392,
Gibraltar,GIB,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,11.441951,11.92308484,11.18096543,11.68958232,10.95410395,9.95072034,8.640008988,8.335072631,7.858633664,7.517344739,7.472693652,7.386569716,6.805781263,6.957850781,7.084180786,7.348816363,8.191618257,8.179411775,6.948610378,6.987780533,6.274438688,6.778314683,5.968920514,9.964696661,12.5681988,14.98158222,14.47549515,18.87341802,17.79314522,19.50189414,16.88354427,15.27602158,16.27071954,14.81090789,
"Gambia, The",GMB,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,29.24363517,31.66852679,29.09631648,31.21234785,45.95932336,31.90135083,39.3643396,40.83543109,15.93378463,18.44663192,21.70681061,17.82050924,14.41997473,13.74734875,13.08164902,14.16329715,14.53864606,11.35234288,11.5660047,11.43612074,11.26524352,9.990392632,10.33801227,11.22719835,11.36684189,9.922901591,8.754973953,7.7615571,8.247351628,8.386167654,7.920049784,9.775160094,9.599328207,10.13862681,9.231499105,8.753164948,9.274769761,8.836798403,8.326579387,8.446617063,7.866855086,6.824780047,8.186615234,
Guinea-Bissau,GNB,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,19.93948759,21.65601029,22.78155876,24.46672533,25.23569904,22.89337959,24.90482319,18.53475806,21.125844,22.24315725,27.64078699,28.48748226,29.43803753,25.45302664,15.4311543,17.93022292,13.24337742,10.69812009,9.637793828,11.22855887,10.29112109,10.61720274,8.978179566,7.052773338,7.123936658,6.407647901,6.558564679,7.017767712,9.277504105,10.78213078,18.57200964,14.62933004,14.38036765,16.48656624,14.18106972,14.61267915,11.20512019,10.66711169,8.826273034,8.810433808,9.200918873,8.665383532,9.771437151,7.122181967,13.82785134,11.32588431,9.822291822,9.296819821,9.689179921,,
Equatorial Guinea,GNQ,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.736064929,7.272248436,7.658406874,6.653616923,11.13435765,11.68623339,11.78105218,11.58184442,15.45803933,15.96638718,21.92151289,25.32732608,23.69493699,22.96688084,26.04901519,
Greece,GRC,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,12.29120625,11.68614246,12.15833803,11.59431682,11.95527356,11.93648383,11.98393827,13.30594856,13.19476345,12.81002754,12.63642559,12.43191592,11.97254236,11.06791457,13.63176096,14.85457021,14.57262342,15.43277577,15.22391168,15.64266875,15.62606417,17.17661735,17.40332622,17.99419233,18.5488105,19.28100453,18.27927151,18.62165947,16.38054188,17.39472043,17.48304791,16.49008559,15.94841873,16.59906291,15.98490098,17.79269427,17.60782618,17.68268123,17.49751805,17.98007303,18.26000382,18.71497452,19.22731317,18.9588538,19.15502267,20.02023295,20.15548286,20.52028343,20.72113194,23.30901252,22.20415817,21.78617017,21.73819324,20.43889401,20.27907703,20.29702735,20.05869047,19.80672364,19.1446838,19.49102173,
Grenada,GRD,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.61992871,46.25825419,45.85012305,45.3577246,46.10403926,47.98794415,48.59910933,46.81488848,46.68993415,45.77713095,47.85304553,45.84038618,44.19881288,42.34376115,43.06074228,44.13019336,,
Guatemala,GTM,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,7.656190845,7.718028022,6.750612102,6.604371239,6.897083127,7.353162637,7.550154598,7.746818025,7.159267308,7.840737311,7.951680672,7.018339379,7.457288345,6.484508544,6.534872894,6.865245893,6.810528174,6.468387685,7.159094417,7.069799581,7.958165687,7.900086858,7.743489999,7.602209609,7.665258631,6.953550631,7.096224226,7.902433694,7.981504735,7.895425786,6.584213355,5.42256645,6.424883045,6.356311222,5.573249572,5.509959153,5.080309094,4.997301373,5.677461807,6.321636149,7.00261474,10.05695458,9.663904065,9.600649066,8.762436034,8.478098143,8.36996261,8.658055797,9.013267663,10.17902304,10.47586427,10.18922763,10.34773147,11.28794888,11.2553852,11.08810874,10.44035259,10.560096,11.00867794,11.07460611,
Guam,GUM,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
